Short_Name,School_ID,the_geom,Address,Zip,Lat,Long,Network,Governance,Grade_Cat,Grades,Phone,GeoNetwork,COMMAREA,WARD_15,ALD_15
NORWOOD PARK,610099,POINT (-87.80297944019507 41.98815250589104),5900 N Nina Ave,60631,41.988153,-87.802979,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1198,1,NORWOOD PARK,41,Mary O'Connor
WEST PARK,610100,POINT (-87.73244309617895 41.90690720465881),1425 N Tripp Ave,60651,41.906907,-87.732443,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4940,5,HUMBOLDT PARK,26,Roberto Maldonado
OGLESBY,610102,POINT (-87.64546949680098 41.75467006250112),7646 S Green St,60620,41.75467,-87.645469,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3060,11,AUBURN GRESHAM,17,Latasha R. Thomas
OKEEFFE,610103,POINT (-87.5728059552137 41.76860231154097),6940 S Merrill Ave,60649,41.768602,-87.572806,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-0600,12,SOUTH SHORE,5,Leslie A. Hairston
ONAHAN,610104,POINT (-87.79310825558973 41.9937903492193),6634 W Raven St,60631,41.99379,-87.793108,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1180,1,NORWOOD PARK,41,Mary O'Connor
ORIOLE PARK,610105,POINT (-87.81205403932759 41.9785013758202),5424 N Oketo Ave,60656,41.978501,-87.812054,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1201,1,NORWOOD PARK,41,Mary O'Connor
PICCOLO,610106,POINT (-87.73126059578696 41.90013965509071),1040 N Keeler Ave,60651,41.90014,-87.731261,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4425,5,HUMBOLDT PARK,37,Emma M. Mitts
OTIS,610107,POINT (-87.66542623612253 41.8918060814393),525 N Armour St,60642,41.891806,-87.665426,Network 6,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-7665,6,WEST TOWN,1,Proco (Joe) Moreno III
OTOOLE,610108,POINT (-87.67486499994195 41.774571073095146),6550 S Seeley Ave,60636,41.774571,-87.674865,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-9040,11,WEST ENGLEWOOD,16,JoAnn Thompson
OWEN,610109,POINT (-87.70574908734706 41.742849921440886),8247 S Christiana Ave,60652,41.74285,-87.705749,Network 10,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-9330,10,ASHBURN,18,Lona Lane
WELLS ES,610110,POINT (-87.61977965997495 41.82735526599218),249 E 37th St,60653,41.827355,-87.61978,Network 9,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-1204,9,DOUGLAS,3,Patricia R. Dowell
PALMER,610111,POINT (-87.73921294532467 41.973289392716545),5051 N Kenneth Ave,60630,41.973289,-87.739213,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-3704,1,ALBANY PARK,39,Margaret Laurino
PARKER,610112,POINT (-87.63408585643052 41.77077979510436),6800 S Stewart Ave,60621,41.77078,-87.634086,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3375,11,ENGLEWOOD,6,Roderick T. Sawyer
PARK MANOR,610115,POINT (-87.61154559295288 41.76647654287654),7037 S Rhodes Ave,60637,41.766477,-87.611546,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3070,12,GREATER GRAND CROSSING,6,Roderick T. Sawyer
PARKSIDE,610116,POINT (-87.58295438328867 41.76855518979434),6938 S East End Ave,60649,41.768555,-87.582954,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-0940,12,SOUTH SHORE,5,Leslie A. Hairston
PASTEUR,610117,POINT (-87.73266645509617 41.7868953763614),5825 S Kostner Ave,60629,41.786895,-87.732666,Network 8,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2270,8,WEST ELSDON,13,Marty Quinn
PECK,610120,POINT (-87.71921626099447 41.787898970019334),3826 W 58th St,60629,41.787899,-87.719216,ISP,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2450,8,WEST ELSDON,23,Michael R. Zalewski
IRVING,610121,POINT (-87.68361565161099 41.87159549121377),749 S Oakley Blvd,60612,41.871595,-87.683616,Network 6,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-7295,6,NEAR WEST SIDE,28,Jason C. Ervin
PEIRCE,610122,POINT (-87.66585003642594 41.9834557917677),1423 W Bryn Mawr Ave,60660,41.983456,-87.66585,Network 2,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-2440,2,EDGEWATER,48,Harry Osterman
PENN,610123,POINT (-87.72238554795983 41.858372419321185),1616 S Avers Ave,60623,41.858372,-87.722386,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1665,5,NORTH LAWNDALE,24,Michael D. Chandler
WASHINGTON H ES,610124,POINT (-87.59625661608355 41.72853414220846),9130 S University Ave,60619,41.728534,-87.596257,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-6225,12,BURNSIDE,8,Michelle A. Harris
RUIZ,610125,POINT (-87.68074453531749 41.84810093888265),2410 S Leavitt St,60608,41.848101,-87.680745,Network 7,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-4825,7,LOWER WEST SIDE,25,Daniel S. Solis
PERSHING,610126,POINT (-87.61833765413427 41.83652695283858),3200 S Calumet Ave,60616,41.836527,-87.618338,Network 9,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-9272,9,DOUGLAS,4,"William ""Will"" D. Burns"
PETERSON,610127,POINT (-87.71258257739447 41.98155713756842),5510 N Christiana Ave,60625,41.981557,-87.712583,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5070,1,NORTH PARK,39,Margaret Laurino
GARVEY,610128,POINT (-87.64757716533317 41.70660285871767),10309 S Morgan St,60643,41.706603,-87.647577,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2763,13,WASHINGTON HEIGHTS,34,Carrie M. Austin
PICKARD,610129,POINT (-87.68329074302004 41.85290039422442),2301 W 21st Pl,60608,41.8529,-87.683291,Network 7,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-7280,7,LOWER WEST SIDE,25,Daniel S. Solis
PIRIE,610130,POINT (-87.60789113713174 41.740340233052464),650 E 85th St,60619,41.74034,-87.607891,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6",1(773)535-3435,12,CHATHAM,6,Roderick T. Sawyer
PLAMONDON,610131,POINT (-87.69252575071623 41.86025889851631),2642 W 15th Pl,60608,41.860259,-87.692526,Network 5,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1789,5,NORTH LAWNDALE,28,Jason C. Ervin
POE,610132,POINT (-87.60641917382425 41.70263000088163),10538 S Langley Ave,60628,41.70263,-87.606419,Network 13,District,ES,"K, 1, 2, 3, 4, 5, 6",1(773)535-5525,13,PULLMAN,9,Anthony A. Beale
WARD L,610133,POINT (-87.71879729276962 41.89323560979409),646 N Lawndale Ave,60624,41.893236,-87.718797,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6440,5,HUMBOLDT PARK,27,"Walter Burnett, Jr."
PORTAGE PARK,610135,POINT (-87.76100700389996 41.95698763657293),5330 W Berteau Ave,60641,41.956988,-87.761007,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-3576,1,PORTAGE PARK,38,Timothy M. Cullerton
PRESCOTT,610136,POINT (-87.66952750370201 41.928841099895514),1632 W Wrightwood Ave,60614,41.928841,-87.669528,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5505,4,LINCOLN PARK,32,Scott Waguespack
PRUSSING,610137,POINT (-87.77241416626396 41.965619070939255),4650 N Menard Ave,60630,41.965619,-87.772414,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-3460,1,PORTAGE PARK,45,John Arena
PULASKI,610138,POINT (-87.68380143055045 41.9184862777476),2230 W McLean Ave,60647,41.918486,-87.683801,Network 6,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4391,6,LOGAN SQUARE,32,Scott Waguespack
PULLMAN,610139,POINT (-87.60943096710687 41.6888193521847),11311 S Forrestville Ave,60628,41.688819,-87.609431,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5395,13,PULLMAN,9,Anthony A. Beale
RAVENSWOOD,610141,POINT (-87.6709224190332 41.96074569219853),4332 N Paulina St,60613,41.960746,-87.670922,Network 2,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5525,2,LAKE VIEW,47,Ameya Pawar
RAY,610142,POINT (-87.59475207229016 41.79234788006748),5631 S Kimbark Ave,60637,41.792348,-87.594752,Network 9,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-0970,9,HYDE PARK,5,Leslie A. Hairston
REAVIS,610143,POINT (-87.60492543005785 41.80417379119432),834 E 50th St,60615,41.804174,-87.604925,Network 9,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-1060,9,KENWOOD,4,"William ""Will"" D. Burns"
REILLY,610144,POINT (-87.71954054434434 41.941093990191845),3650 W School St,60618,41.941094,-87.719541,Network 4,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5250,4,AVONDALE,30,Ariel E. Reboyras
REINBERG,610145,POINT (-87.76898261837614 41.94301889528404),3425 N Major Ave,60634,41.943019,-87.768983,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-3465,1,PORTAGE PARK,36,Nicholas Sposato
REVERE,610146,POINT (-87.60017682377791 41.76419586389066),1010 E 72nd St,60619,41.764196,-87.600177,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-0618,12,GREATER GRAND CROSSING,5,Leslie A. Hairston
ROGERS,610147,POINT (-87.69718539353832 42.01526504535992),7345 N Washtenaw Ave,60645,42.015265,-87.697185,Network 2,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-2125,2,WEST RIDGE,50,Debra L. Silverstein
CHAVEZ,610148,POINT (-87.6660369338872 41.807142830477545),4747 S Marshfield Ave,60609,41.807143,-87.666037,ISP,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-4600,8,NEW CITY,20,Willie B. Cochran
RUGGLES,610152,POINT (-87.61806644776226 41.75194557554217),7831 S Prairie Ave,60619,41.751946,-87.618066,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3085,12,GREATER GRAND CROSSING,6,Roderick T. Sawyer
RYDER,610153,POINT (-87.63884270032504 41.73537938898103),8716 S Wallace St,60620,41.735379,-87.638843,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3843,11,AUBURN GRESHAM,21,"Howard B. Brookins, Jr."
SAUGANASH,610155,POINT (-87.7459514446418 41.99116924559475),6040 N Kilpatrick Ave,60646,41.991169,-87.745951,Network 1,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-3470,1,FOREST GLEN,39,Margaret Laurino
SAWYER,610157,POINT (-87.70500578092809 41.79749820260434),5248 S Sawyer Ave,60632,41.797498,-87.705006,Network 8,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-0440,8,GAGE PARK,14,Edward M. Burke
SAYRE,610158,POINT (-87.79872070516765 41.914150629630946),1850 N Newland Ave,60707,41.914151,-87.798721,Network 3,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-3351,3,AUSTIN,29,Deborah L. Graham
SCAMMON,610159,POINT (-87.73217877731558 41.94167760343948),4201 W Henderson St,60641,41.941678,-87.732179,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-3475,1,IRVING PARK,30,Ariel E. Reboyras
STOCK,610163,POINT (-87.81419465462673 42.01689164094716),7507 W Birchwood Ave,60631,42.016892,-87.814195,Network 1,District,ES,PK,1(773)534-1215,1,EDISON PARK,41,Mary O'Connor
SCHUBERT,610165,POINT (-87.76119046882305 41.930403315731624),2727 N Long Ave,60639,41.930403,-87.76119,Network 3,District,ES,"PK, K, 1, 2, 3, 4, 5",1(773)534-3080,3,BELMONT CRAGIN,31,Ray Suarez
SEWARD,610167,POINT (-87.66877201103031 41.81033324026888),4600 S Hermitage Ave,60609,41.810333,-87.668772,Network 8,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-4890,8,NEW CITY,15,Toni L. Foulkes
COLUMBIA EXPLORERS,610170,POINT (-87.70419859057051 41.81106860888273),4520 S Kedzie Ave,60632,41.811069,-87.704199,Network 8,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-4050,8,BRIGHTON PARK,14,Edward M. Burke
MIRELES,610171,POINT (-87.55278794403495 41.731716915777696),9000 S Exchange Ave,60617,41.731717,-87.552788,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-6360,12,SOUTH CHICAGO,10,John A. Pope
SHERMAN,610172,POINT (-87.65022144596368 41.79976620500945),1000 W 52nd St,60609,41.799766,-87.650221,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-1757,11,NEW CITY,20,Willie B. Cochran
SHERWOOD,610173,POINT (-87.63227938171381 41.79080024288842),245 W 57th St,60621,41.7908,-87.632279,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-0829,11,ENGLEWOOD,20,Willie B. Cochran
SHIELDS,610174,POINT (-87.68964723567423 41.81590948606922),4250 S Rockwell St,60632,41.815909,-87.689647,Network 8,District,ES,"PK, K, 1, 2, 3, 4",1(773)535-7285,8,BRIGHTON PARK,15,Toni L. Foulkes
SHOESMITH,610175,POINT (-87.59390494200514 41.80429401615557),1330 E 50th St,60615,41.804294,-87.593905,Network 9,District,ES,"K, 1, 2, 3, 4, 5, 6",1(773)535-1764,9,KENWOOD,4,"William ""Will"" D. Burns"
SHOOP,610176,POINT (-87.65866905249726 41.69091887642116),11140 S Bishop St,60643,41.690919,-87.658669,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2715,13,MORGAN PARK,34,Carrie M. Austin
SKINNER,610177,POINT (-87.65941897613492 41.87910254260814),1260 W Adams St,60607,41.879103,-87.659419,ISP,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-7790,6,NEAR WEST SIDE,27,"Walter Burnett, Jr."
SCHMID,610178,POINT (-87.59693188137994 41.71698887204983),9755 S Greenwood Ave,60628,41.716989,-87.596932,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-6235,12,PULLMAN,8,Michelle A. Harris
SMYSER,610179,POINT (-87.7819745380622 41.95886803554341),4310 N Melvina Ave,60634,41.958868,-87.781975,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-3711,1,PORTAGE PARK,38,Timothy M. Cullerton
SMYTH,610180,POINT (-87.65344502704846 41.86535101769646),1059 W 13th St,60608,41.865351,-87.653445,Network 6,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-7180,6,NEAR WEST SIDE,25,Daniel S. Solis
SOLOMON,610182,POINT (-87.72404263322767 41.993942332486824),6206 N Hamlin Ave,60659,41.993942,-87.724043,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5226,1,NORTH PARK,39,Margaret Laurino
SPENCER,610183,POINT (-87.75044473139498 41.884876397970274),214 N Lavergne Ave,60644,41.884876,-87.750445,Network 3,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6150,3,AUSTIN,28,Jason C. Ervin
STEVENSON,610185,POINT (-87.73166568474505 41.7471068786288),8010 S Kostner Ave,60652,41.747107,-87.731666,Network 10,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2280,10,ASHBURN,18,Lona Lane
DUNNE,610188,POINT (-87.63997360471443 41.6964961631072),10845 S Union Ave,60628,41.696496,-87.639974,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5517,13,ROSELAND,34,Carrie M. Austin
STONE,610191,POINT (-87.68479278594937 41.99535905120101),6239 N Leavitt St,60659,41.995359,-87.684793,Network 2,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-2045,2,WEST RIDGE,50,Debra L. Silverstein
STOWE,610192,POINT (-87.71331750109282 41.91193807880035),3444 W Wabansia Ave,60647,41.911938,-87.713318,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4175,5,HUMBOLDT PARK,26,Roberto Maldonado
NEW SULLIVAN,610193,POINT (-87.54292760848404 41.7438285237854),8331 S Mackinaw Ave,60617,41.743829,-87.542928,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-6585,12,SOUTH CHICAGO,10,John A. Pope
SUMNER,610194,POINT (-87.73352395133709 41.870828378080496),4320 W 5th Ave,60624,41.870828,-87.733524,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6730,5,WEST GARFIELD PARK,24,Michael D. Chandler
SUTHERLAND,610195,POINT (-87.67682117251097 41.711445070109775),10015 S Leavitt St,60643,41.711445,-87.676821,Network 10,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2580,10,BEVERLY,19,Matthew J. O'Shea
SWIFT,610196,POINT (-87.65829607973969 41.98913906014746),5900 N Winthrop Ave,60660,41.989139,-87.658296,Network 2,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-2695,2,EDGEWATER,48,Harry Osterman
TALCOTT,610197,POINT (-87.67372272417069 41.8924046111448),1840 W Ohio St,60622,41.892405,-87.673723,Network 6,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-7130,6,WEST TOWN,1,Proco (Joe) Moreno III
TAYLOR,610198,POINT (-87.53297076729864 41.71547037534326),9912 S Avenue H,60617,41.71547,-87.532971,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-6240,13,EAST SIDE,10,John A. Pope
COLEMON,610199,POINT (-87.6581108382993 41.67750544639792),1441 W 119th St,60643,41.677505,-87.658111,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3975,13,WEST PULLMAN,34,Carrie M. Austin
THORP J,610200,POINT (-87.54427997610216 41.733324237774895),8914 S Buffalo Ave,60617,41.733324,-87.54428,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-6250,12,SOUTH CHICAGO,10,John A. Pope
THORP O,610201,POINT (-87.7776312953377 41.948571311090376),6024 W Warwick Ave,60634,41.948571,-87.777631,Network 1,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-3640,1,DUNNING,38,Timothy M. Cullerton
TILTON,610202,POINT (-87.7305663850525 41.88410224082623),223 N Keeler Ave,60624,41.884102,-87.730566,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6746,5,WEST GARFIELD PARK,28,Jason C. Ervin
TONTI,610203,POINT (-87.70817918402508 41.78752322907925),5815 S Homan Ave,60629,41.787523,-87.708179,Network 8,District,ES,"PK, K, 1, 2, 3, 4, 5",1(773)535-9280,8,GAGE PARK,23,Michael R. Zalewski
TWAIN,610206,POINT (-87.75892840126892 41.79904639682349),5134 S Lotus Ave,60638,41.799046,-87.758928,Network 10,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2290,10,GARFIELD RIDGE,14,Edward M. Burke
VANDERPOEL,610207,POINT (-87.66555862186499 41.720817033711015),9510 S Prospect Ave,60643,41.720817,-87.665559,Network 10,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-2690,10,BEVERLY,19,Matthew J. O'Shea
LAVIZZO,610208,POINT (-87.62714768796361 41.69626234683378),138 W 109th St,60628,41.696262,-87.627148,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5300,13,ROSELAND,34,Carrie M. Austin
VOLTA,610209,POINT (-87.72460522431093 41.97163400099482),4950 N Avers Ave,60625,41.971634,-87.724605,Network 1,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5080,1,ALBANY PARK,39,Margaret Laurino
ALBANY PARK,610212,POINT (-87.7106087883064 41.97150444314325),4929 N Sawyer Ave,60625,41.971504,-87.710609,Network 1,District,ES,"7, 8",1(773)534-5108,1,ALBANY PARK,33,Deborah Mell
WADSWORTH,610213,POINT (-87.60101811221732 41.77347789750089),6650 S Ellis Ave,60637,41.773478,-87.601018,Network 9,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-0730,9,WOODLAWN,5,Leslie A. Hairston
MADERO,610215,POINT (-87.70506426030519 41.840956911056914),3202 W 28th St,60623,41.840957,-87.705064,Network 7,District,ES,"6, 7, 8",1(773)535-4466,7,SOUTH LAWNDALE,22,Ricardo Munoz
WALSH,610216,POINT (-87.6480861747423 41.85483574702165),2015 S Peoria St,60608,41.854836,-87.648086,Network 7,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-7950,7,LOWER WEST SIDE,11,James A. Balcer
WARD J,610217,POINT (-87.63535578863305 41.84398008867346),2701 S Shields Ave,60616,41.84398,-87.635356,Network 6,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-9050,6,ARMOUR SQUARE,11,James A. Balcer
WARREN,610218,POINT (-87.57535254915516 41.726762908727196),9239 S Jeffery Ave,60617,41.726763,-87.575353,Network 12,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-6625,12,CALUMET HEIGHTS,7,Natashia Holmes
WASHINGTON G ES,610219,POINT (-87.53601529926293 41.688131483415376),3611 E 114th St,60617,41.688131,-87.536015,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5010,13,EAST SIDE,10,John A. Pope
WATERS,610220,POINT (-87.69133251140961 41.96436540371576),4540 N Campbell Ave,60625,41.964365,-87.691333,Network 2,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5090,2,LINCOLN SQUARE,47,Ameya Pawar
WEBSTER,610221,POINT (-87.72752437478212 41.86991585766012),4055 W Arthington St,60624,41.869916,-87.727524,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6925,5,WEST GARFIELD PARK,24,Michael D. Chandler
WENTWORTH,610223,POINT (-87.6582048358614 41.765075895967996),1340 W 71st St,60636,41.765076,-87.658205,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3394,11,WEST ENGLEWOOD,6,Roderick T. Sawyer
WHISTLER,610225,POINT (-87.65538382157727 41.68390700953974),11533 S Ada St,60643,41.683907,-87.655384,Network 13,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-5560,13,WEST PULLMAN,34,Carrie M. Austin
SANDOVAL,610226,POINT (-87.71098733217322 41.792346083615875),5534 S Saint Louis Ave,60629,41.792346,-87.710987,Network 8,District,ES,"PK, K, 1, 2, 3, 4, 5",1(773)535-0457,8,GAGE PARK,14,Edward M. Burke
WHITNEY,610227,POINT (-87.72554564238642 41.84008042673928),2815 S Komensky Ave,60623,41.84008,-87.725546,Network 7,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1560,7,SOUTH LAWNDALE,22,Ricardo Munoz
WHITTIER,610228,POINT (-87.67339165459607 41.85048088648075),1900 W 23rd St,60608,41.850481,-87.673392,Network 7,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-4590,7,LOWER WEST SIDE,25,Daniel S. Solis
PRITZKER,610229,POINT (-87.67776098130497 41.90705300450445),2009 W Schiller St,60622,41.907053,-87.677761,Network 6,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4415,6,WEST TOWN,1,Proco (Joe) Moreno III
WILDWOOD,610230,POINT (-87.77834486172273 42.00749066939125),6950 N Hiawatha Ave,60646,42.007491,-87.778345,Network 1,District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-1188,1,FOREST GLEN,41,Mary O'Connor
NATIONAL TEACHERS,610231,POINT (-87.6293083300546 41.852799769560356),55 W Cermak Rd,60616,41.8528,-87.629308,AUSL,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-9970,6,NEAR SOUTH SIDE,3,Patricia R. Dowell
YATES,610234,POINT (-87.70028031304513 41.9150385469464),1839 N Richmond St,60647,41.915039,-87.70028,Network 5,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-4550,5,LOGAN SQUARE,1,Proco (Joe) Moreno III
YOUNG ES,610235,POINT (-87.76714284547637 41.906790573759665),1434 N Parkside Ave,60651,41.906791,-87.767143,Network 3,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-6200,3,AUSTIN,29,Deborah L. Graham
BEETHOVEN,610237,POINT (-87.6271368053334 41.80913475709233),25 W 47th St,60609,41.809135,-87.627137,Network 9,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-1480,9,GRAND BOULEVARD,3,Patricia R. Dowell
BOND,610238,POINT (-87.6530177863627 41.765360565892145),7050 S May St,60621,41.765361,-87.653018,Network 11,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-3480,11,ENGLEWOOD,6,Roderick T. Sawyer
DALEY,610239,POINT (-87.67220640191012 41.80234286751301),5024 S Wolcott Ave,60609,41.802343,-87.672206,Network 8,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)535-9091,8,NEW CITY,20,Willie B. Cochran
BRENNEMANN,610242,POINT (-87.64974916485644 41.95998415475999),4251 N Clarendon Ave,60613,41.959984,-87.649749,Network 2,District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",1(773)534-5766,2,UPTOWN,46,James Cappleman
CLARK HS,610244,POINT (-87.75332487193234 41.87288500487779),5101 W Harrison St,60644,41.872885,-87.753325,Network 3,District,HS,"9, 10, 11, 12",1(773)534-6250,3,AUSTIN,29,Deborah L. Graham
DOUGLASS HS,610245,POINT (-87.76766845611134 41.890368629426746),543 N Waller Ave,60644,41.890369,-87.767668,Network 3,District,HS,"9, 10, 11, 12",1(773)534-6176,3,AUSTIN,29,Deborah L. Graham
